"id";"nom";"description";"cepage";"notes_degustation";"accords";"temperature";"date_ajout";"prix";"est_promo";"debut_promo";"fin_promo";"stock";"poid";"categorie_id";"marque_id";"sous_categorie_id";"type_id";"photo"
285;"Terrine De pintade aux girolles";"";"";"";"";;05/07/2018;5,55;False;;;0;34,00;17;;50;1;"uploads/produit/Terrine-de-pintade-aux-girolles0_IWgke7I.JPG"
286;"Rillettes De canard au foie gras";"";"";"";"";;05/07/2018;5,90;False;;;0;34,00;6;;35;1;"uploads/produit/Rillettes-de-canard-au-foie-gras0_KrTUyQa.JPG"
287;"Rillettes D'oie";"";"";"";"";;05/07/2018;5,75;False;;;0;34,00;6;;35;1;"uploads/produit/Rillettes-doie0_mBqgKMM.JPG"
288;"Paté À l'andouille";"";"";"";"";;05/07/2018;3,95;False;;;0;22,00;6;;35;1;"uploads/produit/Pate-a-landouille0_OrgYCSw.JPG"
289;"Rillettes De porcs";"";"";"";"";;05/07/2018;4,90;False;;;0;35,00;6;;35;1;"uploads/produit/Rillettes-de-porcs0_b2VLokD.JPG"
290;"Rillettes Au wakamé";"";"";"";"";;05/07/2018;3,95;False;;;0;22,00;6;;35;1;"uploads/produit/Rillettes-au-wakame0_sUUZkjy.JPG"
291;"Rillettes Au cidre";"";"";"";"";;05/07/2018;3,95;False;;;0;22,00;6;;35;1;"uploads/produit/Rillettes-au-cidre0_9lScIYU.JPG"
293;"Rillettes Pur autruche au piment d'espellette";"";"";"";"";;05/07/2018;5,00;False;;;0;21,00;6;;35;1;"uploads/produit/Rillettes-pur-autruche0_fwNYWLc.JPG"
294;"Rillettes Pur autruche aux algues";"";"";"";"";;05/07/2018;5,00;False;;;0;21,00;6;;35;1;"uploads/produit/Rillettes-pur-autruche-aux-algues0_LQUBss8.JPG"
295;"Rillettes Pur autruche au pommeau de bretagne";"";"";"";"";;05/07/2018;5,00;False;;;0;21,00;6;;35;1;"uploads/produit/Rillettes-pur-autruche-au-pommeau-de-Bretagne0_3C4W0oK.JPG"
296;"Rillettes De canard au magret fumé";"";"";"";"";;05/07/2018;4,25;False;;;0;34,00;6;;35;1;"uploads/produit/Rillettes-de-canard-au-magret-fume0_Gk4wiAu.JPG"
298;"Crémant De loire";"";"";"";"";;05/07/2018;8,80;False;;;6;125,00;2;;19;0;"uploads/produit/Cremant-de-Loire0_mrWvvQn.JPG"
299;"Whisky Flatnose écossais";"Bouche :céréales,épicé ";"";"";"";;05/07/2018;33,00;False;;;1;144,00;1;;18;0;"uploads/produit/WHISKY-FLATNOSE0_wIBTUqD.JPG"
300;"Rhum Naga";"";"";"";"";;05/07/2018;39,00;False;;;0;144,00;17;;50;0;"uploads/produit/rhum-Naga0_tTBGKzG.JPG"
301;"Clairette De die";"";"";"";"";;05/07/2018;8,00;False;;;6;150,00;2;;19;0;"uploads/produit/Clairette-De-die0_MVz6ilE.JPG"
302;"Fuji-Sanroku japonais";"Whisky japonais 50 degres
fuji-sanroku est une exclusivité japonaise lancée en mars 2016. cette spécificité lui apporte des aromes de fruits cuits.";"";"";"";;05/07/2018;43,00;False;;;6;145,00;1;;18;0;"uploads/produit/Fuji-Sanroku-japonais0_vz2SnsN.JPG"
303;"Rhum Naga indonesie";"En bouche:souple ,douce,épicée.";"";"";"";;05/07/2018;39,00;False;;;2;145,00;1;;13;0;"uploads/produit/Rhum-Naga-indonesie0_1uHyYg7.JPG"
304;"Domaine Rety 2015 l'insolente roussillon 3 étoiles guide hachette 2018";"Le domaine rety vient de recevoir 3 étoiles dans le nouveau guide hachette des vins 2018.le vin rouge primé est le cote du roussillon l'insolente millésimé
2015 qui a reçu une note de 5 sur 5 soit 
3 étoiles vin exceptionnel .
accords:viande blanche,viande rouge.


";"";"";"";;05/07/2018;13,90;False;;;12;144,00;3;;48;0;"uploads/produit/Domaine-Rety-2015-linsolente-Roussillon-3-etoiles-guide-hachette-20180_YRRPNNN.JPG"
305;"Reuilly Blanc";"Accords:apéritif,poisson ,crottin de chevre";"";"";"";;05/07/2018;9,10;False;;;48;144,00;3;;27;0;"uploads/produit/Reuilly-Blanc0_3X9PrKS.JPG"
306;" Pauillac tour pibran 6 bouteilles 75cl dont 2 gratuites";"";"";"";"";;05/07/2018;114,00;False;;;5;870,00;3;;20;0;"uploads/produit/none_hjhhDzt.JPG"
307;"Rhum Coloma 8 ans";"Rhum coloma 8 ans est un rhum de colombie élaboré à partir de jus de canne à sucres deux variétés différentes.
possédant des aromes vanillés et légèrement orangé, on le compare au don papa.";"";"";"";;05/07/2018;38,00;False;;;2;144,00;1;;13;0;"uploads/produit/Rhum-Coloma-8-Ans0_nqr6cIR.JPG"
308;"Bunnahabhain Toiteach";"Son nom, qui signifie fumé en gaélique,évoque la tourbe, bien présente qui n'écrase en rien le caractère fruité de
la distillerie bunnahabhain et l'enrobé d'une touche chocolatée.";"";"";"";;05/07/2018;56,00;False;;;2;144,00;1;;18;0;"uploads/produit/Bunnahabhain-Toiteach0_VBYGxEz.JPG"
309;"Flatnose Blended malt";"Le tout nouveau flatnose blended malt est assemblé à partir de 100%de scotch single malt en provenance de chaque région de production,avec un accent sur
ceux provenant de l'ile d'islay,ainsi la tourbe est présente de manière douce
mais persistante et équilibré par des saveurs délicates d""e miel et citron confit.
";"";"";"";;05/07/2018;43,00;False;;;2;144,00;1;;18;0;"uploads/produit/Flatnose-Blended-Malt0_GtdC42h.JPG"
310;"Rhum Centenario 20 ans";"Bouche:des notes de fruits murs,de pommes,et de cerise.";"";"";"";;05/07/2018;60,00;False;;;2;144,00;1;;13;0;"uploads/produit/RHUM-CENTENARIO-20-ANS0_jOVHTdu.JPG"
312;"Magnum Domaine rety 2016 souffle d'or";"Cépages:grenache,mourvèdre,syrah.
accords mets et vin :viande rouge ,filet de boeuf.";"";"";"";;05/07/2018;49,80;False;;;3;370,00;3;;48;0;"uploads/produit/Magnum-Domaine-RETY-2016-Souffle-DOr0_ifjmvWX.JPG"
313;"6 Bouteilles 75cl graves haut selve dont 2 offertes";"";"";"";"";;05/07/2018;84,00;False;;;4;950,00;3;;20;0;"uploads/produit/6-bouteilles-75cl-Graves-Haut-Selve-dont-2-offertes0_qFGgV9B.JPG"
314;"6 Bouteilles 75cl chinien bergeron savoie dont 2 offertes";"";"";"";"";;05/07/2018;96,00;False;;;4;960,00;3;;6;0;"uploads/produit/6-bouteilles-75cl-Chinien-Bergeron-dont-2-offertes0_ttdeROV.JPG"
315;"6 Bouteilles 75cl fourcas hostein(listrac médoc) dont 2 offertes";"";"";"";"";;05/07/2018;126,00;False;;;3;800,00;3;;20;0;"uploads/produit/6-bouteilles-75cl-Fourcas-HosteinListrac-Medoc-dont-2-offertes0_zttjHoS.JPG"
316;"6 Bouteilles 75cl corbières haut gléon dont 2 offertes";"";"";"";"";;05/07/2018;84,00;False;;;2;860,00;3;;26;0;"uploads/produit/6-bouteilles-75cl-Corbieres-Haut-Gleon-dont-2-offertes0_pBTY8Bz.JPG"
317;"Ventoux ";"Accords: viande rouge,plat épicé.";"";"";"";;05/07/2018;7,70;False;;;18;160,00;3;;28;0;"uploads/produit/VENTOUX-0_Etxum2w.JPG"
318;"Lirac rouge chateau mont-Redon";"Accords:cote de boeuf ,cassoulet.";"";"";"";;05/07/2018;17,80;False;;;2;160,00;3;;28;0;"uploads/produit/Lirac-rouge-Chateau-Mont-Redon0_yKrUwdH.JPG"
319;"Chateauneuf du pape blanc mont-Redon";"Accords:poisson,viande blanche,chapon,apéritif.";"";"";"";;05/07/2018;31,60;False;;;5;160,00;3;;28;0;"uploads/produit/Chateauneuf-du-Pape-Blanc-Mont-Redon0_FfJqOk1.JPG"
320;"Syrah 100% jean luc colombo";"Accords:viande rouge.";"";"";"";;05/07/2018;11,00;False;;;0;160,00;3;;28;0;"uploads/produit/Syrah-100-Jean-Luc-Colombo0_mWQdgVx.JPG"
321;"Cornas Jean luc colombo";"Accords:viande rouge,magret de canard.";"";"";"";;05/07/2018;48,00;False;;;5;160,00;3;;28;0;"uploads/produit/Cornas-Jean-Luc-Colombo0_GGDBxuW.JPG"
322;"Cote rotie jean-Luc colombo";"Accords:viande rouge.";"";"";"";;05/07/2018;55,00;False;;;4;160,00;3;;28;0;"uploads/produit/Cote-Rotie-Jean-Luc-Colombo0_afDNOWr.JPG"
323;"Chateau La mijane";"Accords:gibier,viande rouge,fromage bleu.";"";"";"";;05/07/2018;9,00;False;;;10;160,00;3;;28;0;"uploads/produit/Chateau-La-Mijane0_yqcb3sl.JPG"
325;"Saint-Emilion grand cru classé 2015";"";"";"";"";;05/07/2018;47,60;False;;;6;160,00;3;;20;0;"uploads/produit/SAINT-Emilion-Grand-Cru-Classe-20150_jVEmM2W.JPG"
326;"Pomerol Chateau la croix";"";"";"";"";;05/07/2018;39,50;False;;;6;160,00;3;;20;0;"uploads/produit/Pomerol-Chateau-La-Croix0_F4GHFzG.JPG"
327;"Moulis Chateau mauvesin barton";"";"";"";"";;05/07/2018;23,00;False;;;6;160,00;3;;20;0;"uploads/produit/Moulis-Chateau-Mauvesin-Barton0_DMUa4NF.JPG"
328;"Saint-Véran chateau de beauregard";"Accords:poisson grillée,apéritif,poisson,
crustacés.";"";"";"";;05/07/2018;19,00;False;;;12;160,00;3;;24;0;"uploads/produit/Saint-Veran-Chateau-de-Beauregard0_P2hbEI6.JPG"
329;"Viré-Clessé joseph burrier";"Accords:apéritif,poisson.";"";"";"";;05/07/2018;20,00;False;;;6;160,00;3;;24;0;"uploads/produit/Vire-Clesse-Joseph-Burrier0_nROtQJW.JPG"
330;"Chinon Rouge bernard baudry";"Accords:bar,lotte,viande en sauce.";"";"";"";;05/07/2018;13,40;False;;;0;160,00;3;;27;0;"uploads/produit/Chinon-rouge-Bernard-Baudry0_Nad5ZEO.JPG"
331;"Chinon Blanc bernard baudry";"Accords:poisson ,apéritif.";"";"";"";;05/07/2018;15,00;False;;;6;160,00;3;;27;0;"uploads/produit/Chinon-Blanc-Bernard-Baudry0_Mp2ImFA.JPG"
332;"Fixin Rouge";"Accord:gigot d'agneau.";"";"";"";;05/07/2018;26,80;False;;;4;160,00;3;;24;0;"uploads/produit/FIXIN-ROUGE0_TzmkDjZ.JPG"
333;"Roussanne Blanc";"Accords:apéritif,poisson;viande blanche.";"";"";"";;05/07/2018;7,50;False;;;6;160,00;3;;50;0;"uploads/produit/Roussanne-blanc0_DffF7v8.JPG"
335;"Minervois Rouge le clos du pech laurié";"Accords:tajines,viandes d'agneau,canard. ";"";"";"";;05/07/2018;16,90;False;;;6;160,00;3;;49;0;"uploads/produit/Minervois-rouge-Le-Clos-du-Pech-Laurie0_4lWwS69.JPG"
336;"Minervois Rouge domaine des maels";"Accords:grillades,cassoulet,fromages.";"";"";"";;05/07/2018;8,50;False;;;0;160,00;3;;49;0;"uploads/produit/Minervois-rouge-Domaine-des-Maels0_TvjsGgq.JPG"
337;"Domaine Rety souffle d'or";"Accords:viande rouge.";"";"";"";;05/07/2018;16,90;False;;;6;160,00;3;;48;0;"uploads/produit/Domaine-Rety-Souffle-Dor0_8mxEV3e.JPG"
338;"Legacy Roussillon blanc";"Accords:huitres,apéritif.";"";"";"";;05/07/2018;13,80;False;;;2;160,00;3;;48;0;"uploads/produit/Legacy-Roussillon-blanc0_B7U2Vbj.JPG"
339;"Champagne Jacquesson";"";"";"";"";;05/07/2018;45,00;False;;;6;170,00;2;9;23;0;"uploads/produit/Champagne-Jacquesson0_bAv77SC.JPG"
340;"Writers Tears";"Des notes épicés.";"";"";"";;05/07/2018;41,00;False;;;2;160,00;1;10;18;0;"uploads/produit/WRITERS-TEARS0_4TrQztg.JPG"
341;"Coloma 15 ans";"Vieilli pendant 15 ans dans des futs de chene américains,puis 6mois en futs de chene de café.";"";"";"";;05/07/2018;54,00;False;;;1;160,00;1;;18;0;"uploads/produit/none_5rJ1Ubw.JPG"
342;"Diplomatico Collection ";"";"";"";"";;05/07/2018;59,00;False;;;2;160,00;1;;13;0;"uploads/produit/Diplomatico-collection-0_tiOaqDL.JPG"
